gene	population	piN	piS	piN_piS	sites_used	ref_fasta	genetic_code
iars	SR	0.000277374	4.13848e-05	6.70231	3792	/work/cyu/stickleback_nuclear_only.fa	1
iars	SL	0.000270644	0.000162567	1.66481	3792	/work/cyu/stickleback_nuclear_only.fa	1
iars	TL	0.000214213	6.66414e-05	3.21441	3792	/work/cyu/stickleback_nuclear_only.fa	1
iars	WB	0.000225447	9.56731e-05	2.35644	3792	/work/cyu/stickleback_nuclear_only.fa	1
iars	WT	0.000261427	5.53222e-05	4.72554	3792	/work/cyu/stickleback_nuclear_only.fa	1
iars	WK	0.000284189	0.000128935	2.20412	3792	/work/cyu/stickleback_nuclear_only.fa	1
iars	SWA	0.00121563	0.000533446	2.27883	3792	/work/cyu/stickleback_nuclear_only.fa	1
iars2	THE	0.000626169	0.000337918	1.85302	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	JOE	0.000540486	0.000433979	1.24542	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	BEA	0.00032016	0.000150017	2.13415	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	MUC	0.000375323	0.000230625	1.62741	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	PYE	0.00085848	0.000919184	0.933959	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	AMO	0.00101244	0.00105741	0.957473	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	SAY	0.00128945	0.00107559	1.19884	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	GOS	0.000639568	0.000363924	1.75742	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	ROB	0.00109878	0.000914964	1.2009	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	FG	0.000706749	0.00083684	0.844545	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	BOOT	0.000783736	0.000839386	0.933702	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	ECHO	0.000391576	0.000215212	1.81949	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	FRED	0.00143652	0.000699006	2.05509	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	LAW	0.000307741	0.000610115	0.504398	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	PACH	0.000352357	0.000268656	1.31156	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	RS	0.00184183	0.00140214	1.31359	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	SC	0.000967625	0.00110311	0.877179	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	LB	0.000927919	0.000850447	1.0911	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	CH	0.00124511	0.000995928	1.2502	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	LG	0.000748657	0.00100264	0.746688	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	SR	0.000546188	0.000689185	0.792513	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	SL	0.000829856	0.000919857	0.902158	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	TL	0.000676084	0.000398987	1.6945	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	WB	0.0012672	0.000948957	1.33536	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	WT	0.000950087	0.00104432	0.909766	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	WK	0.000854963	0.00067993	1.25743	3021	/work/cyu/stickleback_nuclear_only.fa	1
iars2	SWA	0.000905074	0.00091539	0.988731	3021	/work/cyu/stickleback_nuclear_only.fa	1
kars	THE	0.00200573	0.00143823	1.39458	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	JOE	0.00116663	0.000580142	2.01093	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	BEA	0.000500098	6.43659e-05	7.7696	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	MUC	0.000169089	0.000130834	1.2924	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	PYE	0.00172404	0.001487	1.15941	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	AMO	0.00279455	0.00106641	2.62052	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	SAY	0.00205435	0.00127361	1.61301	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	GOS	0.000610482	0.000418908	1.45732	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	ROB	0.0026478	0.00130866	2.02329	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	FG	0.00331294	0.0013531	2.44841	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	BOOT	0.00070284	0.000177242	3.96544	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	ECHO	0.000238825	0.000124281	1.92166	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	FRED	0.00206967	0.000645783	3.2049	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	LAW	0.00293877	0.00143747	2.0444	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	PACH	0.000292138	3.48989e-05	8.37099	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	RS	0.00239635	0.000767957	3.12043	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	SC	0.00204009	0.00104786	1.9469	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	LB	0.00331266	0.00105952	3.12656	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	CH	0.00261782	0.0012088	2.16564	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	LG	0.00184828	0.00146147	1.26466	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	SR	0.00167933	0.00118256	1.42008	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	SL	0.00249245	0.00181659	1.37205	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	TL	0.00292547	0.00142482	2.05322	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	WB	0.00185691	0.00106041	1.75112	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	WT	0.000942542	0.000706542	1.33402	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	WK	0.00235816	0.00217527	1.08408	1827	/work/cyu/stickleback_nuclear_only.fa	1
kars	SWA	0.000148404	0.000109696	1.35286	1827	/work/cyu/stickleback_nuclear_only.fa	1
lars2	THE	0.00167157	0.000492809	3.39193	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	JOE	0.00195359	0.000581391	3.36019	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	BEA	0.0010909	0.000251543	4.33683	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	MUC	0.000161089	5.10975e-05	3.15258	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	PYE	0.00134628	0.0007028	1.9156	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	AMO	0.0011458	0.000320238	3.57796	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	SAY	0.000944541	0.000513628	1.83896	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	GOS	0.000527067	0.00043325	1.21654	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	ROB	0.00204882	0.000250457	8.18031	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	FG	0.0010921	0.000537141	2.03317	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	BOOT	0.000539361	0.000475609	1.13404	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	ECHO	0.000474812	0.000459589	1.03312	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	FRED	0.00147692	0.000270425	5.46146	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	LAW	0.00124634	0.000267274	4.66316	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	PACH	0.000223881	9.85601e-05	2.27152	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	RS	0.00121627	0.000572919	2.12293	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	SC	0.00174482	0.000504819	3.45633	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	LB	0.002242	0.000601638	3.72649	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	CH	0.00163587	0.000472105	3.46505	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	LG	0.0011147	0.000782558	1.42443	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	SR	0.0012931	0.000658235	1.96449	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	SL	0.00197402	0.000515822	3.82694	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	TL	0.00152105	0.000678485	2.24184	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	WB	0.00201648	0.000679521	2.9675	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	WT	0.00193558	0.000538212	3.59631	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	WK	0.0016879	0.000729203	2.31471	2700	/work/cyu/stickleback_nuclear_only.fa	1
lars2	SWA	0.00156977	0.000618707	2.53717	2700	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	THE	0.000198815	0.00021027	0.945525	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	JOE	0.000391068	0.000179115	2.18333	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	BEA	0.000641828	5.73513e-05	11.1912	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	MUC	0.000188167	0	NA	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	PYE	5.73285e-05	0.00174233	0.0329033	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	AMO	5.49125e-05	0.00175835	0.0312295	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	SAY	0.000554807	0.00181514	0.305655	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	GOS	0.000247459	0.000348677	0.709709	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	ROB	0.000492099	0.00155562	0.316336	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	FG	5.70381e-05	0.00291787	0.0195479	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	BOOT	0.000536255	0	NA	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	ECHO	0.000261019	0.000157792	1.6542	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	FRED	0.000521787	0.000845656	0.61702	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	LAW	0.000501618	0.000932648	0.537843	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	PACH	6.87236e-05	5.1951e-05	1.32285	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	RS	0.000870896	0.00138343	0.629521	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	SC	0.000307892	0.00192389	0.160036	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	LB	0.000212899	0.00254783	0.0835612	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	CH	0.000391945	0.00162049	0.241868	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	LG	0.000365442	0.00161911	0.225706	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	SR	0.000248226	5.43012e-05	4.57129	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	SL	6.20737e-05	0.00100384	0.0618364	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	TL	0.000245721	0.00102709	0.23924	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	WB	0.00015075	0.00135977	0.110865	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	WT	0.000117491	0.00141047	0.0832997	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	WK	0.000219733	0.00114065	0.192638	306	/work/cyu/stickleback_nuclear_only.fa	1
lyrm7	SWA	5.57727e-05	0.000602077	0.0926338	306	/work/cyu/stickleback_nuclear_only.fa	1
mars	THE	0.00117693	0.00029229	4.02659	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	JOE	0.00132314	0.000321885	4.11061	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	BEA	0.000685213	0.00023616	2.90148	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	MUC	0.000386809	6.65412e-05	5.81307	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	PYE	0.00117385	0.000641773	1.82908	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	AMO	0.00127452	0.000445665	2.85981	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	SAY	0.000987791	0.000411118	2.40269	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	GOS	0.00122951	0.000143378	8.57532	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	ROB	0.00130399	0.000484729	2.69015	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	FG	0.000762896	0.000349455	2.1831	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	BOOT	0.000679646	0.000155899	4.35954	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	ECHO	0.00122415	0.000255243	4.79603	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	FRED	0.00085624	0.000189141	4.527	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	LAW	0.000577628	0.000279949	2.06333	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	PACH	0.00056294	0.000247691	2.27275	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	RS	0.00179136	0.000535792	3.34338	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	SC	0.00113919	0.000260259	4.37713	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	LB	0.00120301	0.000353825	3.40001	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	CH	0.00117448	0.00033695	3.48561	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	LG	0.00112115	0.000261744	4.28338	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	SR	0.000764501	0.000266955	2.86378	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	SL	0.0007757	0.000444368	1.74563	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	TL	0.000568761	0.000319606	1.77957	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	WB	0.000806792	0.000226138	3.5677	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	WT	0.00126337	0.000318292	3.96922	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	WK	0.000845225	8.94464e-05	9.44952	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars	SWA	0.00208466	0.000598749	3.4817	2742	/work/cyu/stickleback_nuclear_only.fa	1
mars2	THE	0.00221188	0.000482154	4.58749	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	JOE	0.00349375	0.000560311	6.23537	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	BEA	0.00132712	0.000638564	2.0783	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	MUC	0.00101994	0.000398541	2.55918	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	PYE	0.00237174	0.00110276	2.15073	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	AMO	0.00250455	0.000716137	3.49731	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	SAY	0.00135984	0.000605752	2.24487	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	GOS	0.00025893	0.000157473	1.64428	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	ROB	0.00272993	0.00059559	4.58357	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	FG	0.000852579	0.000215794	3.9509	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	BOOT	0.00136962	0.000695971	1.96793	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	ECHO	0.000350395	4.34435e-05	8.06553	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	FRED	0.000781372	0.000232367	3.36266	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	LAW	0.00248752	0.000970084	2.56423	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	PACH	0.000476592	0.000583583	0.816666	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	RS	0.00164164	0.000775103	2.11796	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	SC	0.00136559	0.00070362	1.94081	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	LB	0.00107862	0.000602967	1.78885	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	CH	0.00104585	0.00044807	2.33412	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	LG	0.00120559	0.000632722	1.9054	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	SR	0.000732418	0.000248535	2.94695	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	SL	0.00111223	0.00055163	2.01626	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	TL	0.000282805	0.000276245	1.02375	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	WB	0.000895554	0.000454202	1.97171	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	WT	0.00252374	0.000762371	3.31039	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	WK	0.00173823	0.000682901	2.54536	1791	/work/cyu/stickleback_nuclear_only.fa	1
mars2	SWA	0.00180002	0.000268232	6.71068	1791	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	THE	0.000129358	0.000609569	0.212212	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	JOE	0.00101288	0.000572104	1.77044	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	BEA	0.000761781	0.000675452	1.12781	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	MUC	0.00085531	0.000132826	6.43933	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	PYE	0.00247736	0.000873472	2.83622	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	AMO	0.000639947	0.000683613	0.936126	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	SAY	0.00174297	0.00052221	3.33768	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	GOS	0.000566676	0.000377585	1.50079	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	ROB	0.000793833	0.00113123	0.701742	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	FG	0.00217156	1.82062e-05	119.276	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	BOOT	0.00100065	0.000366647	2.7292	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	ECHO	0.000248021	9.17551e-05	2.70307	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	FRED	7.71205e-05	9.91972e-05	0.777446	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	LAW	0.000683694	0.000634463	1.0776	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	PACH	0.000506187	0.00033159	1.52655	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	RS	0.00225988	0.000817815	2.76331	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	SC	0.00223535	0.000341654	6.54274	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	LB	0.00129759	8.98878e-05	14.4356	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	CH	0.00190687	0.00049485	3.85343	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	LG	0.00160292	9.64462e-05	16.6199	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	SR	0.00131565	5.53704e-05	23.7609	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	SL	0.00123319	6.05855e-05	20.3545	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	TL	0.00055971	4.50837e-05	12.4149	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	WB	0.000876177	0.000122573	7.14821	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	WT	0.00156303	0.000179465	8.70935	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	WK	0.00176133	4.93135e-05	35.717	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl10	SWA	0.00175033	0.000393889	4.44371	750	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	THE	0.000300887	9.12125e-05	3.29875	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	JOE	0.00130844	0.000329221	3.97435	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	BEA	0.000266203	0.000164581	1.61746	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	MUC	0.0003387	0.000158749	2.13356	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	PYE	0.000799111	0.000230106	3.4728	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	AMO	0.000194037	0	NA	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	SAY	0.000578361	0.00017581	3.2897	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	GOS	0.000236491	5.24556e-05	4.5084	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	ROB	0.000897254	0.000178751	5.01958	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	FG	0.000137629	0.000330602	0.416298	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	BOOT	0.000263436	9.49684e-05	2.77394	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	ECHO	0.000216445	0.000221151	0.978718	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	FRED	0.000243768	4.59417e-05	5.30604	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	LAW	0.000396667	0.000356075	1.114	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	PACH	0.000288317	3.1413e-05	9.17828	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	RS	0.0010473	0.000375494	2.78913	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	SC	0.000874247	0.000598519	1.46068	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	LB	0.000478846	0.000430753	1.11165	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	CH	0.000281381	0.000104833	2.6841	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	LG	0.000455137	0.000350401	1.2989	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	SR	0.000138347	0.000310462	0.445616	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	SL	0.000164096	2.99782e-05	5.47386	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	TL	0.000276161	0.000191741	1.44028	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	WB	0.000392674	0.000157664	2.49057	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	WT	0.00014085	0	NA	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	WK	0.00119837	5.66146e-05	21.1672	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl11	SWA	0.000288646	7.78007e-05	3.71007	579	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	THE	0.00304769	3.96614e-05	76.8428	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	JOE	0.00209309	0.000214503	9.75786	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	BEA	0.0033237	0.00012369	26.8712	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	MUC	0.000896065	5.72583e-05	15.6495	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	PYE	0.00334079	0.000113719	29.3775	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	AMO	0.00434715	2.65949e-05	163.458	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	SAY	0.0028903	7.52261e-05	38.4215	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	GOS	0.000710245	4.47716e-05	15.8638	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	ROB	0.00475518	8.99207e-05	52.8819	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	FG	0.0021261	9.9364e-05	21.3971	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	BOOT	0.0011045	4.33946e-05	25.4524	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	ECHO	0.000342158	0	NA	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	FRED	0.00137314	0.000180942	7.58884	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	LAW	0.00249965	0.000112059	22.3065	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	PACH	0.00117109	0	NA	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	RS	0.00260077	0.000378835	6.86518	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	SC	0.00224473	0.000107569	20.8677	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	LB	0.00261939	9.00433e-05	29.0903	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	CH	0.00237947	7.50932e-05	31.687	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	LG	0.00225071	0.000102119	22.04	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	SR	0.00226412	0.000142929	15.8409	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	SL	0.00219968	7.4592e-05	29.4895	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	TL	0.00312848	7.61379e-05	41.0897	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	WB	0.00185145	9.56298e-05	19.3606	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	WT	0.00281039	6.61386e-05	42.4924	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	WK	0.00275951	0.000192252	14.3536	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl12	SWA	0.00344552	0.000141937	24.2751	597	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	THE	0.00201394	0.00397176	0.507065	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	JOE	0.00284478	0.00260728	1.09109	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	BEA	0.00243225	0.00306316	0.794034	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	MUC	0.00200145	0.00298866	0.66968	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	PYE	9.26811e-05	9.38634e-05	0.987404	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	AMO	0.0011699	0.00187475	0.624031	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	SAY	0.000226963	0.00115752	0.196077	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	GOS	0.000115114	0.00261635	0.0439982	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	ROB	0.00174075	0.00316497	0.550007	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	FG	0.00021153	0	NA	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	BOOT	0	9.16959e-05	0	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	ECHO	5.84702e-05	6.5879e-05	0.887539	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	FRED	6.23953e-05	0.00051193	0.121883	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	LAW	0.00178796	0.00315731	0.566293	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	PACH	4.7686e-05	0	NA	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	RS	0.000760347	0.000318653	2.38613	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	SC	0.000224007	0.00193662	0.11567	432	/work/cyu/stickleback_nuclear_only.fa	1
mrpl13	LB	0.000146005	0.00132828	0.10992	432	/work/cyu/stickleback_nuclear_only.fa	1
